Date,Close,RSI
2000-01-03,29.53125,None
2000-01-04,26.921875,None
2000-01-05,25.5,None
2000-01-06,24.0,None
2000-01-07,25.84375,None
2000-01-10,28.9375,None
2000-01-11,28.09375,None
2000-01-12,26.40625,None
2000-01-13,26.265625,None
2000-01-14,26.703125,None
2000-01-18,27.8125,None
2000-01-19,28.5625,None
2000-01-20,29.625,None
2000-01-21,29.84375,12.354467032384647
2000-01-24,27.09375,43.739967894125925
2000-01-25,28.21875,53.605560378103334
2000-01-26,27.53125,55.887681154884476
2000-01-27,25.90625,55.48561150632058
2000-01-28,23.6875,43.926056334563576
2000-01-31,24.9765625,37.57961783109541
2000-02-01,27.0,46.806569339239175
2000-02-02,27.15625,52.4048096145336
2000-02-03,28.34375,56.24413145066717
2000-02-04,28.90625,56.57036346219133
2000-02-07,29.96875,56.44859812611422
2000-02-08,29.78125,53.77176015007935
2000-02-09,29.96875,51.1247443715943
2000-02-10,31.15625,54.038461533805915
2000-02-11,29.84375,59.28270041633783
2000-02-14,31.09375,59.62343095675496
2000-02-15,30.6875,60.76759061253222
2000-02-16,30.625,68.01909307148627
2000-02-17,30.8125,82.20338982010533
2000-02-18,29.28125,69.03939183664696
2000-02-22,29.65625,63.754045298200055
2000-02-23,31.53125,69.23076922224851
2000-02-24,30.96875,62.20930231747972
2000-02-25,35.3125,72.04301074574725
2000-02-28,34.3125,65.01079912977866
2000-02-29,37.125,71.4808043817142
2000-03-01,35.75,65.81196580692585
2000-03-02,34.25,58.31932772670133
2000-03-03,37.5,68.64535768177274
2000-03-06,37.875,67.24960253893039
2000-03-07,37.46875,67.24960253893039
2000-03-08,41.5625,73.08707123578588
2000-03-09,42.0,73.36814620980823
2000-03-10,40.8125,74.4370860882983
2000-03-13,39.375,69.7084917577656
2000-03-14,38.5,64.72919418375182
2000-03-15,39.3125,67.4509803882068
2000-03-16,40.96875,63.32842414898805
2000-03-17,39.90625,63.142437587622936
2000-03-20,39.0625,55.01618122578523
2000-03-21,40.34375,61.951219507682254
2000-03-22,42.03125,70.04830917369055
2000-03-23,43.4375,66.90391458541407
2000-03-24,43.5,66.30434782070574
2000-03-27,44.21875,69.21708184501614
2000-03-28,43.28125,55.965292836209876
2000-03-29,41.25,47.65624999583008
2000-03-30,39.21875,45.269016693825506
2000-03-31,39.03125,48.89779558679234
2000-04-03,38.4375,49.79591836279416
2000-04-04,37.96875,45.51148225044068
2000-04-05,39.125,43.62850971500096
2000-04-06,41.09375,53.86178861298169
2000-04-07,43.5625,63.23529411243945
2000-04-10,41.25,52.51299826282048
2000-04-11,38.6875,41.15702479034077
2000-04-12,36.5625,32.48407643080368
2000-04-13,35.96875,31.317829455189084
2000-04-14,31.25,23.156532987014984
2000-04-17,37.40625,39.999999998093614
2000-04-18,39.46875,46.97130711784876
2000-04-19,37.28125,46.72304439525033
2000-04-20,35.40625,44.19999999801984
2000-04-24,36.21875,46.47467725711811
2000-04-25,37.78125,49.712092128380895
2000-04-26,36.09375,45.42020774123246
2000-04-27,38.65625,46.382189237404525
2000-04-28,39.96875,44.47646493564597
2000-05-01,39.84375,47.68280123363935
2000-05-02,38.90625,50.38084874618384
2000-05-03,37.90625,52.434881084542376
2000-05-04,37.125,52.08098987364091
2000-05-05,38.40625,64.69833119011747
2000-05-08,36.15625,46.94189602124924
2000-05-09,36.0,40.64080944043726
2000-05-10,33.8125,40.64080944043726
2000-05-11,36.1875,52.05254515216428
2000-05-12,37.09375,52.28758169551882
2000-05-15,38.5,51.89456342285852
2000-05-16,39.59375,59.52380951927437
2000-05-17,39.09375,51.3409961641761
2000-05-18,36.53125,40.21352312846696
2000-05-19,35.03125,37.29372937018026
2000-05-22,33.90625,36.928104572460164
2000-05-23,31.3125,34.08748114400133
2000-05-24,32.125,37.95180722635506
2000-05-25,33.21875,37.38601823453664
2000-05-26,33.5,42.85714285391597
2000-05-30,37.09375,52.48226950021106
2000-05-31,35.9375,55.059523805853175
2000-06-01,38.9375,56.35838149924154
2000-06-02,40.09375,56.857142853503994
2000-06-05,40.46875,54.72263867698415
2000-06-06,38.53125,47.550432273587525
2000-06-07,40.0,51.999999996786755
2000-06-08,41.1875,60.93979441596167
2000-06-09,41.34375,65.83072099851219
2000-06-12,40.28125,66.03773584440489
2000-06-13,40.84375,76.70753064196761
2000-06-14,39.5,70.06802720554583
2000-06-15,41.25,71.10016419838212
2000-06-16,40.9375,69.50819671620661
2000-06-19,43.0,66.8449197807582
2000-06-20,43.0234375,71.60552643504921
2000-06-21,43.09375,65.4292343319461
2000-06-22,40.75,52.23880596515928
2000-06-23,39.75,47.64826175432588
2000-06-26,41.34375,59.41422593585406
2000-06-27,41.125,54.1095890355614
2000-06-28,41.46875,51.09489050537944
2000-06-29,40.4375,46.69703871960813
2000-06-30,42.03125,56.140350871677434
2000-07-03,40.09375,47.59999999573504
2000-07-05,36.15625,40.823327612643425
2000-07-06,37.8125,40.517241376180735
2000-07-07,37.9375,41.637630658771144
2000-07-10,37.0625,32.27611940028737
2000-07-11,36.15625,30.527248557611657
2000-07-12,37.34375,34.66666666407822
2000-07-13,37.875,41.512915125719964
2000-07-14,38.0625,44.76744185657833
2000-07-17,38.0625,38.70967741562539
2000-07-18,37.09375,36.80981594754789
2000-07-19,36.875,34.845360821523556
2000-07-20,39.0625,45.78544060909734
2000-07-21,37.71875,36.57587548319339
2000-07-24,37.5,40.95860566049031
2000-07-25,38.0,58.45272205553387
2000-07-26,38.375,52.92207791438017
2000-07-27,37.53125,48.03625376993346
2000-07-28,36.1875,45.95375721948345
2000-07-31,37.59375,56.353591153246846
2000-08-01,36.5625,46.49859943394079
2000-08-02,36.5625,43.823529405990314
2000-08-03,38.71875,52.60545905122401
2000-08-04,40.78125,59.275053299241954
2000-08-07,40.9375,63.88261850369765
2000-08-08,41.5,66.2995594648233
2000-08-09,40.6875,56.341463408477814
2000-08-10,40.03125,59.536082467352536
2000-08-11,40.5625,62.311557781930766
2000-08-14,41.1875,62.68656715719314
2000-08-15,40.625,58.82352940530565
2000-08-16,40.59375,62.827225123521835
2000-08-17,41.96875,74.151436022658
2000-08-18,40.65625,62.894736834690306
2000-08-21,41.59375,71.35278513740954
2000-08-22,41.78125,71.80156657123574
2000-08-23,41.4375,63.38461537587806
2000-08-24,42.34375,58.68055554642747
2000-08-25,42.3125,57.746478864130125
2000-08-28,43.375,59.99999999104
2000-08-29,43.875,67.58620688611082
2000-08-30,44.125,73.64620937437057
2000-08-31,45.46875,75.90759074785261
2000-09-01,46.3125,76.45161289217731
2000-09-05,45.53125,74.76340692949715
2000-09-06,44.625,68.69565216499257
2000-09-07,45.59375,67.46987950896792
2000-09-08,43.28125,61.538461530887574
