Date,Close,SMA
2000-10-19,36.375,34.7625
2000-10-20,35.25,34.6875
2000-10-23,34.0625,34.5875
2000-10-24,35.8125,35.0125
2000-10-25,34.375,35.175
2000-10-26,34.0625,34.7125
2000-10-27,34.1875,34.5
2000-10-30,31.625,34.0125
2000-10-31,33.0,33.45
2000-11-01,31.375,32.85
2000-11-02,29.5625,31.95
2000-11-03,30.3125,31.175
2000-11-06,27.9375,30.4375
2000-11-07,26.5625,29.15
2000-11-08,24.8125,27.8375
2000-11-09,27.1875,27.3625
2000-11-10,25.4375,26.3875
2000-11-13,24.75,25.75
2000-11-14,28.375,26.1125
2000-11-15,28.875,26.925
2000-11-16,27.375,26.9625
2000-11-17,28.8125,27.6375
2000-11-20,24.75,27.6375
2000-11-21,23.875,26.7375
2000-11-22,22.3125,25.425
2000-11-24,24.125,24.775
2000-11-27,23.125,23.6375
2000-11-28,22.65625,23.21875
2000-11-29,22.875,23.01875
2000-11-30,26.5,23.85625
2000-12-01,26.4375,24.31875
2000-12-04,28.1875,25.33125
2000-12-05,31.5,27.1
2000-12-06,30.1875,28.5625
2000-12-07,28.3125,28.925
2000-12-08,30.0625,29.65
2000-12-11,31.9375,30.4
2000-12-12,30.75,30.25
2000-12-13,28.375,29.8875
2000-12-14,27.5,29.725
2000-12-15,28.5625,29.425
2000-12-18,32.0,29.4375
2000-12-19,30.625,29.4125
2000-12-20,28.5,29.4375
2000-12-21,29.5,29.8375
2000-12-22,31.875,30.5
2000-12-26,30.9375,30.2875
2000-12-27,30.6875,30.3
2000-12-28,31.0625,30.8125
2000-12-29,29.0625,30.725
2001-01-02,26.375,29.625
2001-01-03,32.0,29.8375
2001-01-04,32.5625,30.2125
2001-01-05,30.125,30.025
2001-01-08,29.9375,30.2
2001-01-09,31.5,31.225
2001-01-10,32.75,31.375
2001-01-11,33.3125,31.525
2001-01-12,32.3125,31.9625
2001-01-16,31.8125,32.3375
2001-01-17,33.25,32.6875
2001-01-18,33.8125,32.9
2001-01-19,34.5625,33.15
2001-01-22,31.8125,33.05
2001-01-23,31.484375,32.984375
2001-01-24,30.0625,32.346875
2001-01-25,29.9375,31.571875
2001-01-26,30.375,30.734375
2001-01-29,30.4375,30.459375
2001-01-30,30.3125,30.225
2001-01-31,29.125,30.0375
2001-02-01,30.0625,30.0625
2001-02-02,27.75,29.5375
2001-02-05,27.5,28.95
2001-02-06,27.625,28.4125
2001-02-07,27.6875,28.125
2001-02-08,27.125,27.5375
2001-02-09,23.5625,26.7
2001-02-12,23.0,25.8
2001-02-13,22.5625,24.7875
2001-02-14,25.0,24.25
2001-02-15,25.5,23.925
2001-02-16,24.0,24.0125
2001-02-20,23.125,24.0375
2001-02-21,23.0,24.125
2001-02-22,23.375,23.8
2001-02-23,22.0,23.1
2001-02-26,23.1875,22.9375
2001-02-27,21.6875,22.65
2001-02-28,19.0,21.85
2001-03-01,21.375,21.45
2001-03-02,16.875,20.425
2001-03-05,17.0,19.1875
2001-03-06,17.625,18.375
2001-03-07,18.625,18.3
2001-03-08,17.5,17.525
2001-03-09,16.375,17.425
2001-03-12,15.1875,17.0625
2001-03-13,16.9375,16.925
2001-03-14,16.0625,16.4125
2001-03-15,14.6875,15.85
2001-03-16,14.0625,15.3875
2001-03-19,15.4375,15.4375
2001-03-20,14.375,14.925
2001-03-21,14.75,14.6625
2001-03-22,15.5,14.825
2001-03-23,15.875,15.1875
2001-03-26,15.4399995803833,15.18799991607666
2001-03-27,16.420000076293945,15.59699993133545
2001-03-28,15.0600004196167,15.659000015258789
2001-03-29,14.329999923706055,15.425
2001-03-30,14.630000114440918,15.176000022888184
2001-04-02,15.199999809265137,15.128000068664551
2001-04-03,13.15999984741211,14.476000022888183
2001-04-04,13.420000076293945,14.147999954223632
2001-04-05,14.470000267028809,14.176000022888184
2001-04-06,13.550000190734863,13.960000038146973
2001-04-09,14.050000190734863,13.730000114440918
2001-04-10,14.970000267028809,14.092000198364257
2001-04-11,15.529999732971191,14.514000129699706
2001-04-12,15.819999694824219,14.784000015258789
2001-04-16,15.960000038146973,15.26599998474121
2001-04-17,16.219999313354492,15.699999809265137
2001-04-18,17.920000076293945,16.289999771118165
2001-04-19,20.31999969482422,17.24799976348877
2001-04-20,19.75,18.033999824523924
2001-04-23,17.149999618530273,18.271999740600585
2001-04-24,16.969999313354492,18.421999740600587
2001-04-25,17.25,18.2879997253418
2001-04-26,16.899999618530273,17.60399971008301
2001-04-27,17.149999618530273,17.083999633789062
2001-04-30,16.15999984741211,16.88599967956543
2001-05-01,16.040000915527344,16.7
2001-05-02,17.170000076293945,16.68400001525879
2001-05-03,16.450000762939453,16.594000244140624
2001-05-04,17.09000015258789,16.58200035095215
2001-05-07,16.8700008392334,16.724000549316408
2001-05-08,17.040000915527344,16.924000549316407
2001-05-09,17.059999465942383,16.902000427246094
2001-05-10,16.389999389648438,16.89000015258789
2001-05-11,15.899999618530273,16.65200004577637
2001-05-14,16.040000915527344,16.486000061035156
2001-05-15,15.930000305175781,16.263999938964844
2001-05-16,16.399999618530273,16.131999969482422
2001-05-17,16.1200008392334,16.078000259399413
2001-05-18,16.280000686645508,16.15400047302246
2001-05-21,18.100000381469727,16.566000366210936
2001-05-22,17.579999923706055,16.89600028991699
2001-05-23,16.829999923706055,16.98200035095215
2001-05-24,17.299999237060547,17.21800003051758
2001-05-25,16.510000228881836,17.263999938964844
2001-05-29,15.609999656677246,16.765999794006348
2001-05-30,14.510000228881836,16.151999855041502
2001-05-31,15.300000190734863,15.845999908447265
2001-06-01,15.859999656677246,15.557999992370606
2001-06-04,16.059999465942383,15.467999839782715
2001-06-05,16.760000228881836,15.697999954223633
2001-06-06,17.0,16.195999908447266
2001-06-07,17.329999923706055,16.601999855041505
2001-06-08,17.010000228881836,16.83199996948242
2001-06-11,16.190000534057617,16.858000183105467
2001-06-12,16.139999389648438,16.73400001525879
2001-06-13,15.5,16.43400001525879
2001-06-14,14.850000381469727,15.938000106811524
2001-06-15,15.0,15.536000061035157
2001-06-18,14.84000015258789,15.26599998474121
2001-06-19,16.760000228881836,15.390000152587891
2001-06-20,17.520000457763672,15.794000244140625
2001-06-21,17.899999618530273,16.404000091552735
2001-06-22,17.479999542236328,16.9
2001-06-25,17.770000457763672,17.486000061035156
2001-06-26,18.440000534057617,17.822000122070314
2001-06-27,18.040000915527344,17.92600021362305
2001-06-28,19.18000030517578,18.182000350952148
2001-06-29,19.0,18.48600044250488
2001-07-02,19.579999923706055,18.84800033569336
2001-07-03,19.770000457763672,19.11400032043457
2001-07-05,18.93000030517578,19.292000198364256
2001-07-06,18.209999084472656,19.09799995422363
2001-07-09,18.90999984741211,19.079999923706055
2001-07-10,17.59000015258789,18.681999969482423
2001-07-11,18.0,18.327999877929688
2001-07-12,19.65999984741211,18.473999786376954
2001-07-13,19.540000915527344,18.74000015258789
2001-07-16,18.700000762939453,18.698000335693358
2001-07-17,19.5,19.08000030517578
2001-07-18,18.780000686645508,19.23600044250488
2001-07-19,19.170000076293945,19.13800048828125
2001-07-20,19.06999969482422,19.044000244140626
2001-07-23,18.1299991607666,18.929999923706056
2001-07-24,18.209999084472656,18.671999740600587
2001-07-25,19.260000228881836,18.76799964904785
2001-07-26,19.40999984741211,18.815999603271486
2001-07-27,19.059999465942383,18.813999557495116
2001-07-30,18.670000076293945,18.921999740600587
2001-07-31,18.079999923706055,18.895999908447266
2001-08-01,18.31999969482422,18.707999801635744
2001-08-02,18.309999465942383,18.487999725341798
2001-08-03,18.0,18.27599983215332
2001-08-06,17.459999084472656,18.033999633789062
2001-08-07,17.239999771118164,17.865999603271483
2001-08-08,16.299999237060547,17.46199951171875
2001-08-09,15.989999771118164,16.997999572753905
2001-08-10,15.15999984741211,16.429999542236327
2001-08-13,15.6899995803833,16.075999641418456
2001-08-14,15.550000190734863,15.737999725341798
2001-08-15,15.010000228881836,15.479999923706055
2001-08-16,15.3100004196167,15.344000053405761
2001-08-17,14.720000267028809,15.256000137329101
2001-08-20,14.8100004196167,15.080000305175782
2001-08-21,14.130000114440918,14.796000289916993
2001-08-22,14.640000343322754,14.722000312805175
2001-08-23,14.010000228881836,14.462000274658203
2001-08-24,15.1899995803833,14.556000137329102
2001-08-27,14.930000305175781,14.580000114440917
2001-08-28,14.010000228881836,14.556000137329102
2001-08-29,13.350000381469727,14.298000144958497
2001-08-30,12.0,13.896000099182128
2001-08-31,12.210000038146973,13.300000190734863
2001-09-04,12.079999923706055,12.730000114440918
2001-09-05,12.069999694824219,12.342000007629395
2001-09-06,10.920000076293945,11.855999946594238
2001-09-07,11.069999694824219,11.669999885559083
2001-09-10,11.460000038146973,11.519999885559082
2001-09-17,11.010000228881836,11.305999946594238
2001-09-18,11.380000114440918,11.168000030517579
2001-09-19,11.199999809265137,11.223999977111816
2001-09-20,11.3100004196167,11.272000122070313
2001-09-21,10.760000228881836,11.132000160217284
2001-09-24,12.520000457763672,11.434000205993652
2001-09-25,12.25,11.608000183105469
2001-09-26,12.199999809265137,11.808000183105468
2001-09-27,12.039999961853027,11.954000091552734
2001-09-28,12.579999923706055,12.318000030517577
2001-10-01,12.579999923706055,12.329999923706055
2001-10-02,12.600000381469727,12.4
2001-10-03,13.65999984741211,12.692000007629394
2001-10-04,13.789999961853027,13.042000007629394
2001-10-05,14.199999809265137,13.365999984741212
2001-10-08,13.899999618530273,13.629999923706055
2001-10-09,13.699999809265137,13.849999809265137
2001-10-10,14.289999961853027,13.97599983215332
2001-10-11,14.970000267028809,14.211999893188477
2001-10-12,14.9399995803833,14.359999847412109
2001-10-15,14.4399995803833,14.467999839782715
2001-10-16,14.9399995803833,14.715999794006347
2001-10-17,13.65999984741211,14.589999771118164
2001-10-18,14.260000228881836,14.44799976348877
2001-10-19,14.539999961853027,14.367999839782716
2001-10-22,14.949999809265137,14.469999885559082
2001-10-23,15.010000228881836,14.48400001525879
2001-10-24,14.65999984741211,14.684000015258789
2001-10-25,13.949999809265137,14.621999931335449
2001-10-26,13.579999923706055,14.429999923706054
2001-10-29,13.399999618530273,14.119999885559082
2001-10-30,13.5,13.817999839782715
2001-10-31,13.5600004196167,13.597999954223633
2001-11-01,14.170000076293945,13.642000007629395
2001-11-02,14.449999809265137,13.815999984741211
2001-11-05,14.960000038146973,14.128000068664551
2001-11-06,15.220000267028809,14.472000122070312
2001-11-07,15.579999923706055,14.876000022888183
2001-11-08,15.449999809265137,15.131999969482422
2001-11-09,15.380000114440918,15.318000030517577
2001-11-12,15.399999618530273,15.405999946594239
2001-11-13,14.520000457763672,15.26599998474121
2001-11-14,14.920000076293945,15.134000015258788
2001-11-15,14.789999961853027,15.002000045776366
2001-11-16,14.550000190734863,14.836000061035156
2001-11-19,14.869999885559082,14.730000114440918
2001-11-20,14.5600004196167,14.738000106811523
2001-11-21,14.079999923706055,14.570000076293946
2001-11-23,14.40999984741211,14.494000053405761
2001-11-26,14.739999771118164,14.531999969482422
2001-11-27,14.420000076293945,14.442000007629394
2001-11-28,14.119999885559082,14.353999900817872
2001-11-29,14.1899995803833,14.37599983215332
2001-11-30,14.029999732971191,14.299999809265136
2001-12-03,13.699999809265137,14.091999816894532
2001-12-04,13.800000190734863,13.967999839782715
2001-12-05,15.369999885559082,14.217999839782715
2001-12-06,15.899999618530273,14.55999984741211
2001-12-07,15.90999984741211,14.935999870300293
2001-12-10,15.420000076293945,15.279999923706054
2001-12-11,15.109999656677246,15.541999816894531
2001-12-12,15.100000381469727,15.48799991607666
2001-12-13,14.670000076293945,15.242000007629395
2001-12-14,14.569999694824219,14.973999977111816
2001-12-17,14.789999961853027,14.847999954223633
2001-12-18,15.050000190734863,14.836000061035156
2001-12-19,14.920000076293945,14.8
2001-12-20,14.489999771118164,14.763999938964844
2001-12-21,14.380000114440918,14.726000022888183
2001-12-24,14.34000015258789,14.636000061035157
2001-12-26,14.09000015258789,14.444000053405762
2001-12-27,13.989999771118164,14.257999992370605
2001-12-28,14.0600004196167,14.172000122070312
2001-12-31,13.8100004196167,14.058000183105468
2002-01-02,13.979999542236328,13.986000061035156
2002-01-03,15.289999961853027,14.226000022888183
2002-01-04,15.449999809265137,14.518000030517578
2002-01-07,15.489999771118164,14.803999900817871
2002-01-08,15.75,15.191999816894532
2002-01-09,16.729999542236328,15.74199981689453
2002-01-10,16.690000534057617,16.02199993133545
2002-01-11,16.270000457763672,16.186000061035156
2002-01-14,16.389999389648438,16.36599998474121
2002-01-15,16.989999771118164,16.613999938964845
2002-01-16,16.579999923706055,16.584000015258788
2002-01-17,17.219999313354492,16.689999771118163
2002-01-18,16.479999542236328,16.731999588012695
2002-01-22,15.9399995803833,16.641999626159667
2002-01-23,16.75,16.593999671936036
2002-01-24,17.25,16.727999687194824
2002-01-25,16.690000534057617,16.62199993133545
2002-01-28,16.899999618530273,16.70599994659424
2002-01-29,16.5,16.818000030517577
2002-01-30,16.6200008392334,16.792000198364256
2002-01-31,17.260000228881836,16.794000244140626
2002-02-01,16.389999389648438,16.73400001525879
2002-02-04,16.1200008392334,16.578000259399413
2002-02-05,15.8100004196167,16.440000343322755
2002-02-06,16.040000915527344,16.324000358581543
2002-02-07,15.920000076293945,16.056000328063966
2002-02-08,16.18000030517578,16.014000511169435
2002-02-11,16.350000381469727,16.0600004196167
2002-02-12,16.18000030517578,16.134000396728517
2002-02-13,16.1200008392334,16.150000381469727
2002-02-14,16.31999969482422,16.230000305175782
2002-02-15,15.489999771118164,16.092000198364257
2002-02-19,14.789999961853027,15.780000114440918
2002-02-20,15.510000228881836,15.646000099182128
2002-02-21,15.260000228881836,15.473999977111816
2002-02-22,15.5,15.310000038146972
2002-02-25,16.34000015258789,15.480000114440918
2002-02-26,16.530000686645508,15.828000259399413
2002-02-27,16.3700008392334,16.000000381469725
2002-02-28,16.6200008392334,16.27200050354004
2002-03-01,15.989999771118164,16.370000457763673
2002-03-04,13.670000076293945,15.836000442504883
2002-03-05,13.850000381469727,15.300000381469726
2002-03-06,14.140000343322754,14.854000282287597
2002-03-07,14.0,14.330000114440917
2002-03-08,14.199999809265137,13.972000122070312
2002-03-11,14.5,14.138000106811523
2002-03-12,14.4399995803833,14.255999946594239
2002-03-13,13.890000343322754,14.205999946594238
2002-03-14,13.4399995803833,14.093999862670898
2002-03-15,12.600000381469727,13.773999977111817
2002-03-18,12.600000381469727,13.394000053405762
2002-03-19,12.8100004196167,13.068000221252442
2002-03-20,12.539999961853027,12.798000144958497
2002-03-21,13.149999618530273,12.740000152587891
2002-03-22,12.850000381469727,12.79000015258789
2002-03-25,12.520000457763672,12.77400016784668
2002-03-26,12.710000038146973,12.754000091552735
2002-03-27,12.630000114440918,12.772000122070313
2002-03-28,12.800000190734863,12.70200023651123
2002-04-01,12.84000015258789,12.700000190734864
2002-04-02,12.529999732971191,12.702000045776368
2002-04-03,12.479999542236328,12.655999946594239
2002-04-04,12.220000267028809,12.573999977111816
2002-04-05,12.130000114440918,12.439999961853028
2002-04-08,12.34000015258789,12.339999961853028
2002-04-09,11.979999542236328,12.229999923706055
2002-04-10,11.550000190734863,12.044000053405762
2002-04-11,10.9399995803833,11.78799991607666
2002-04-12,11.510000228881836,11.663999938964844
2002-04-15,11.300000190734863,11.455999946594238
2002-04-16,12.0600004196167,11.472000122070312
2002-04-17,11.779999732971191,11.518000030517578
2002-04-18,11.649999618530273,11.660000038146972
2002-04-19,11.930000305175781,11.744000053405761
2002-04-22,11.430000305175781,11.770000076293945
2002-04-23,11.119999885559082,11.581999969482421
2002-04-24,10.5,11.326000022888184
2002-04-25,10.5,11.09600009918213
2002-04-26,10.130000114440918,10.736000061035156
2002-04-29,10.430000305175781,10.536000061035157
2002-04-30,10.039999961853027,10.320000076293946
2002-05-01,9.449999809265137,10.110000038146973
2002-05-02,8.550000190734863,9.720000076293946
2002-05-03,8.430000305175781,9.380000114440918
2002-05-06,8.220000267028809,8.938000106811524
2002-05-07,8.25,8.580000114440917
2002-05-08,9.149999618530273,8.520000076293945
2002-05-09,8.479999542236328,8.505999946594239
2002-05-10,8.010000228881836,8.42199993133545
2002-05-13,8.470000267028809,8.47199993133545
2002-05-14,8.8100004196167,8.58400001525879
2002-05-15,9.1899995803833,8.592000007629395
2002-05-16,9.579999923706055,8.81200008392334
2002-05-17,9.5600004196167,9.122000122070313
2002-05-20,9.109999656677246,9.25
2002-05-21,8.850000381469727,9.257999992370605
2002-05-22,8.800000190734863,9.180000114440919
2002-05-23,9.369999885559082,9.138000106811523
2002-05-24,8.850000381469727,8.99600009918213
2002-05-28,8.9399995803833,8.96200008392334
2002-05-29,8.399999618530273,8.871999931335449
2002-05-30,8.420000076293945,8.795999908447266
2002-05-31,7.920000076293945,8.505999946594239
2002-06-03,7.320000171661377,8.199999904632568
2002-06-04,7.820000171661377,7.976000022888184
2002-06-05,8.65999984741211,8.02800006866455
2002-06-06,8.149999618530273,7.973999977111816
2002-06-07,8.359999656677246,8.061999893188476
2002-06-10,8.140000343322754,8.225999927520752
2002-06-11,8.029999732971191,8.267999839782714
2002-06-12,8.260000228881836,8.18799991607666
2002-06-13,8.260000228881836,8.210000038146973
2002-06-14,8.569999694824219,8.252000045776366
2002-06-17,9.199999809265137,8.463999938964843
2002-06-18,8.979999542236328,8.65399990081787
2002-06-19,8.800000190734863,8.761999893188477
2002-06-20,8.460000038146973,8.801999855041505
2002-06-21,8.119999885559082,8.711999893188477
2002-06-24,8.609999656677246,8.593999862670898
2002-06-25,8.699999809265137,8.53799991607666
2002-06-26,9.170000076293945,8.611999893188477
2002-06-27,9.680000305175781,8.855999946594238
2002-06-28,9.470000267028809,9.126000022888183
2002-07-01,9.0,9.204000091552734
2002-07-02,8.680000305175781,9.200000190734864
2002-07-03,9.550000190734863,9.276000213623046
2002-07-05,9.979999542236328,9.336000061035156
2002-07-08,9.3100004196167,9.304000091552734
2002-07-09,9.399999618530273,9.384000015258788
2002-07-10,8.979999542236328,9.443999862670898
2002-07-11,9.420000076293945,9.417999839782714
2002-07-12,9.680000305175781,9.357999992370605
2002-07-15,10.149999618530273,9.525999832153321
2002-07-16,9.989999771118164,9.6439998626709
2002-07-17,10.470000267028809,9.942000007629394
2002-07-18,10.050000190734863,10.068000030517577
2002-07-19,9.720000267028809,10.076000022888184
2002-07-22,9.229999542236328,9.892000007629395
2002-07-23,8.800000190734863,9.654000091552735
2002-07-24,9.399999618530273,9.439999961853028
2002-07-25,9.010000228881836,9.231999969482422
2002-07-26,9.329999923706055,9.15399990081787
2002-07-29,9.550000190734863,9.218000030517578
2002-07-30,9.869999885559082,9.431999969482423
2002-07-31,10.010000228881836,9.554000091552734
2002-08-01,9.670000076293945,9.686000061035156
2002-08-02,9.40999984741211,9.702000045776368
2002-08-05,9.010000228881836,9.594000053405761
2002-08-06,9.329999923706055,9.486000061035156
2002-08-07,9.520000457763672,9.388000106811523
2002-08-08,10.010000228881836,9.456000137329102
2002-08-09,9.8100004196167,9.53600025177002
2002-08-12,9.729999542236328,9.680000114440919
2002-08-13,9.09000015258789,9.632000160217284
2002-08-14,10.050000190734863,9.738000106811523
2002-08-15,10.119999885559082,9.760000038146973
2002-08-16,10.390000343322754,9.876000022888183
2002-08-19,10.930000305175781,10.116000175476074
2002-08-20,10.760000228881836,10.450000190734864
2002-08-21,10.760000228881836,10.592000198364257
2002-08-22,11.1899995803833,10.806000137329102
2002-08-23,10.789999961853027,10.886000061035157
2002-08-26,10.569999694824219,10.813999938964844
2002-08-27,10.149999618530273,10.691999816894532
2002-08-28,9.90999984741211,10.521999740600586
2002-08-29,9.960000038146973,10.275999832153321
2002-08-30,9.59000015258789,10.035999870300293
2002-09-03,9.0600004196167,9.73400001525879
2002-09-04,9.600000381469727,9.62400016784668
2002-09-05,9.119999885559082,9.466000175476074
2002-09-06,9.630000114440918,9.400000190734863
2002-09-09,9.779999732971191,9.438000106811524
2002-09-10,9.789999961853027,9.58400001525879
2002-09-11,9.800000190734863,9.623999977111817
2002-09-12,9.479999542236328,9.695999908447266
2002-09-13,9.729999542236328,9.715999794006347
2002-09-16,9.279999732971191,9.615999794006347
2002-09-17,9.029999732971191,9.46399974822998
2002-09-18,8.319999694824219,9.167999649047852
2002-09-19,8.109999656677246,8.893999671936035
2002-09-20,7.989999771118164,8.545999717712402
2002-09-23,7.639999866485596,8.217999744415284
2002-09-24,8.0,8.011999797821044
2002-09-25,8.59000015258789,8.06599988937378
2002-09-26,8.289999961853027,8.101999950408935
2002-09-27,8.399999618530273,8.183999919891358
2002-09-30,7.860000133514404,8.22799997329712
2002-10-01,8.539999961853027,8.335999965667725
2002-10-02,8.3100004196167,8.280000019073487
2002-10-03,8.329999923706055,8.288000011444092
2002-10-04,8.199999809265137,8.248000049591065
2002-10-07,7.699999809265137,8.215999984741211
2002-10-08,8.069999694824219,8.121999931335449
2002-10-09,8.069999694824219,8.073999786376953
2002-10-10,8.510000228881836,8.109999847412109
2002-10-11,9.050000190734863,8.279999923706054
2002-10-14,9.25,8.589999961853028
2002-10-15,9.6899995803833,8.913999938964844
2002-10-16,9.319999694824219,9.163999938964844
2002-10-17,9.869999885559082,9.435999870300293
2002-10-18,9.489999771118164,9.523999786376953
